popularity,track,album_name,artist,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
22,Eyes of Abomination,Amaranthine Redolence,Malodorous,126000,TRUE,0.307,0.822,9,-5.284,1,0.094,4.44e-4,0.194,0.121,0.227,67.85,126000,4
44,You Can't Stop Me,You Can't Stop Me,Suicide Silence,247840,TRUE,0.234,0.962,6,-4.806,1,0.263,4.24e-6,0.0485,0.121,0.176,173.4,247840,4
49,Fuck Everything,The Black Crown,Suicide Silence,273613,TRUE,0.479,0.96,10,-4.866,0,0.108,8.68e-4,5.07e-4,0.37,0.193,94.122,273613,4
14,Where Shadows Forever Reign,Where Shadows Forever Reign,Dark Funeral,332974,FALSE,0.413,0.994,6,-5.624,0,0.078,1.78e-5,0.443,0.212,0.0295,110.036,332974,4
37,Toxic Boombox,Rock the Fuck On Forever,Angel Du$t,88214,TRUE,0.315,0.917,4,-5.667,0,0.0546,0.00162,0.0214,0.798,0.573,129.961,88214,5
42,Get Your Body Beat,What the F^^k is Wrong With You People?,Combichrist,289560,TRUE,0.609,0.996,0,-4.701,1,0.0598,0.0275,0.0209,0.265,0.385,119.987,289560,4
31,Beautiful Delilah,Kinks,The Kinks,125120,FALSE,0.506,0.95,7,-3.895,0,0.0648,0.137,0,0.346,0.735,117.484,125120,4
29,So Mystifying,Kinks,The Kinks,173173,FALSE,0.614,0.947,7,-5.945,1,0.0402,0.0231,1.47e-4,0.256,0.846,108.036,173173,4
28,Just Can't Go to Sleep - Mono Mix,Kinks,The Kinks,118960,FALSE,0.733,0.899,7,-5.842,1,0.0321,0.537,9.19e-6,0.143,0.936,119.069,118960,4
29,Long Tall Shorty,Kinks,The Kinks,171826,FALSE,0.667,0.792,0,-6.008,1,0.0809,0.516,1.37e-4,0.0801,0.77,175.401,171827,4
28,I Took My Baby Home,Kinks,The Kinks,109026,FALSE,0.356,0.969,9,-4.006,1,0.3,0.507,0,0.314,0.602,161.014,109027,4
28,I'm a Lover Not a Fighter,Kinks,The Kinks,123520,FALSE,0.7,0.966,2,-4.957,1,0.0622,0.059,1.19e-4,0.096,0.57,119.198,123520,4
72,You Really Got Me - Mono Mix,Kinks,The Kinks,134253,FALSE,0.573,0.939,8,-6.441,1,0.0808,0.493,0,0.0994,0.963,137.382,134253,4
27,Cadillac,Kinks,The Kinks,164600,FALSE,0.421,0.828,4,-5.504,1,0.1,0.494,0,0.103,0.752,120.755,164600,4
27,Bald Headed Woman,Kinks,The Kinks,161626,FALSE,0.612,0.792,2,-6.955,1,0.0493,0.109,0.00394,0.0748,0.335,105.126,161627,4
26,Revenge - Mono Mix,Kinks,The Kinks,89573,FALSE,0.577,0.875,5,-4.612,0,0.0375,0.0199,0.0252,0.13,0.966,146.562,89573,4
26,Too Much Monkey Business,Kinks,The Kinks,135240,FALSE,0.599,0.822,5,-5.26,0,0.226,0.465,0,0.0545,0.921,98.469,135240,4
24,I've Been Driving On Bald Mountain,Kinks,The Kinks,122186,FALSE,0.478,0.882,7,-4.986,1,0.053900000000000003,0.265,0,0.542,0.885,186.408,122187,4
34,Stop Your Sobbing,Kinks,The Kinks,125893,FALSE,0.712,0.812,7,-7.691,1,0.0332,0.126,3.43e-5,0.207,0.967,121.983,125893,4
28,Got Love if You Want It - Mono Mix,Kinks,The Kinks,226053,FALSE,0.599,0.785,5,-4.756,0,0.0747,0.0358,1.03e-5,0.25,0.801,89.108,226053,4
27,Long Tall Sally - Mono Mix,Kinks,The Kinks,131813,FALSE,0.443,0.95,11,-3.702,0,0.135,0.211,0,0.134,0.611,143.522,131813,4
26,You Still Want Me - Mono Mix,Kinks,The Kinks,118320,FALSE,0.546,0.901,4,-6.31,1,0.17,0.699,0,0.252,0.745,146.293,118320,4
25,You Do Something to Me,Kinks,The Kinks,143906,FALSE,0.393,0.907,9,-6.298,0,0.0919,0.356,0,0.606,0.834,163.447,143907,4
24,It's All Right,Kinks,The Kinks,156040,FALSE,0.236,0.9,7,-5.95,1,0.0464,0.213,0,0.364,0.777,180.617,156040,4
69,All Day and All of the Night,Kinks,The Kinks,141506,FALSE,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-6,0.0558,0.723,136.921,141507,4
29,I Gotta Move,Kinks,The Kinks,143746,FALSE,0.617,0.888,5,-7.417,1,0.032,0.236,1.63e-4,0.107,0.973,103.762,143747,4
32,Louie Louie,Kinks,The Kinks,177480,FALSE,0.574,0.659,9,-7.657,1,0.0512,0.0902,0,0.081,0.504,58.864,177480,4
23,I Gotta Go Now,Kinks,The Kinks,173226,FALSE,0.571,0.514,9,-9.876,1,0.0481,0.227,1.01e-5,0.0709,0.651,106.363,173227,4
22,Things Are Getting Better,Kinks,The Kinks,114600,FALSE,0.559,0.869,2,-6.717,1,0.102,0.189,0,0.0716,0.451,118.696,114600,4
24,I've Got That Feeling,Kinks,The Kinks,162600,FALSE,0.574,0.763,6,-8.454,0,0.0389,0.187,0,0.0892,0.852,127.698,162600,4
22,Too Much Monkey Business - Alternate Take,Kinks,The Kinks,127893,FALSE,0.562,0.878,5,-4.146,1,0.147,0.0213,0,0.369,0.958,117.194,127893,4
23,I Don't Need You Anymore,Kinks,The Kinks,130906,FALSE,0.402,0.779,11,-9.889,1,0.058,0.208,0,0.151,0.92,154.169,130907,4
39,Nouvelle journée,Comment c'est loin,Skread,104026,FALSE,0.683,0.459,9,-9.73,0,0.0604,0.0261,0.811,0.11,0.28,194.012,104027,4
52,À l’heure où je me couche,Comment c'est loin,Casseurs Flowters,220186,FALSE,0.646,0.619,6,-5.65,0,0.342,0.327,0,0.108,0.478,180.326,220187,4
38,Quand ton père t’engueule,Comment c'est loin,Orelsan,209720,FALSE,0.554,0.415,5,-12.326,1,0.349,0.952,0.0104,0.156,0.727,159.635,209720,4
40,En boucle,Comment c'est loin,Casseurs Flowters,236173,FALSE,0.898,0.738,11,-6.1,0,0.356,0.434,0,0.203,0.546,122.952,236173,4
37,Faut qu’on rentre bosser,Comment c'est loin,Skread,102613,FALSE,0.671,0.437,7,-8.417,1,0.0269,6.79e-4,0.847,0.219,0.149,95.989,102613,4
45,Freestyle Radio Phoenix,Comment c'est loin,Casseurs Flowters,252360,FALSE,0.623,0.811,10,-3.814,0,0.403,0.242,0,0.0755,0.566,130.108,252360,4
44,Le mal est fait,Comment c'est loin,Gringe,186026,FALSE,0.521,0.674,2,-6.375,1,0.276,0.0121,0,0.0786,0.102,127.954,186027,4
43,C’est toujours 2 connards dans un abribus,Comment c'est loin,Casseurs Flowters,157986,FALSE,0.793,0.722,1,-6.472,1,0.519,0.364,0,0.108,0.502,93.014,157987,4
45,Pas n’importe quel toon,Comment c'est loin,Casseurs Flowters,219106,FALSE,0.742,0.783,1,-4.626,1,0.269,0.538,0,0.06,0.67,149.829,219107,4
48,"J’essaye, j’essaye",Comment c'est loin,Orelsan,233253,FALSE,0.551,0.497,3,-8.916,1,0.189,0.762,0,0.0989,0.524,169.52,233253,3
36,Promenade imprévue,Comment c'est loin,Skread,90893,FALSE,0.608,0.61,0,-8.132,0,0.0545,0.00549,0.249,0.301,0.731,174.07,90893,4
36,Xavier,Comment c'est loin,Diamond Deuklo,227720,FALSE,0.805,0.724,9,-6.379,0,0.0741,0.0572,8.96e-5,0.148,0.39,100.022,227720,4
40,Wondercash,Comment c'est loin,Casseurs Flowters,78146,FALSE,0.932,0.636,8,-4.952,1,0.149,0.0241,0,0.118,0.0793,110.062,78147,4
35,On est resté à l’hôtel,Comment c'est loin,Skread,97293,FALSE,0.781,0.844,5,-9.105,0,0.0765,0.00593,0.918,0.0946,0.12,105.023,97293,4
54,Si facile,Comment c'est loin,Casseurs Flowters,236733,FALSE,0.683,0.326,10,-9.795,1,0.0716,0.885,0,0.132,0.641,96.796,236733,4
56,Inachevés,Comment c'est loin,Casseurs Flowters,215786,FALSE,0.607,0.862,4,-4.848,0,0.306,0.279,0,0.138,0.547,93.059,215787,4
36,Quand on descend vers le centre,Comment c'est loin,Skread,174693,FALSE,0.605,0.689,1,-9.046,1,0.238,0.0066,0.019,0.0556,0.377,74.98,174693,4
32,All Mosh / No Brain,666-Pack,Insanity Alert,92612,FALSE,0.309,0.805,2,-6.696,1,0.103,1.3e-5,0.766,0.334,0.593,142.409,92613,4
14,Thirstkiller,666-Pack,Insanity Alert,73412,FALSE,0.344,0.91,6,-8.891,1,0.208,8.39e-6,0.827,0.227,0.246,194.947,73413,4
16,The Body of the Christ is the Parasite,666-Pack,Insanity Alert,103666,FALSE,0.357,0.977,6,-5.845,1,0.263,9.61e-6,0.0183,0.389,0.253,192.141,103667,4
14,Cobra Commander,666-Pack,Insanity Alert,159000,FALSE,0.199,0.93,9,-6.89,0,0.416,1.74e-5,0.429,0.364,0.14,197.923,159000,4
13,Saturday Grind Fever,666-Pack,Insanity Alert,60960,FALSE,0.428,0.953,6,-5.868,1,0.105,1.5e-6,0.963,0.397,0.504,107.605,60960,4
11,Echoes of Death,666-Pack,Insanity Alert,124360,FALSE,0.324,0.929,7,-6.177,1,0.126,2.75e-6,0.0577,0.0894,0.519,96.127,124360,4
11,Windmilli Vanilli,666-Pack,Insanity Alert,59546,FALSE,0.498,0.947,2,-6.29,0,0.0794,1.84e-6,0.793,0.0969,0.545,105.939,59547,4
0,StopSlammertime!,666-Pack,Insanity Alert,8132,FALSE,0,0.635,2,-11.201,1,0,0.00154,0.693,0.335,0,0,8133,0
11,Why so Beerious_,666-Pack,Insanity Alert,109132,FALSE,0.332,0.983,0,-5.759,1,0.223,6.85e-6,0.0322,0.286,0.497,186.714,109133,4
12,Mosh Mosh Mosh,666-Pack,Insanity Alert,47333,FALSE,0.407,0.923,4,-7.355,0,0.294,7.03e-5,0.0197,0.166,0.699,168.531,47334,3
10,One-Eye is King (In the Land of the Blind),666-Pack,Insanity Alert,156560,FALSE,0.182,0.931,2,-6.445,1,0.155,1.03e-4,0.00323,0.16,0.18,174.733,156560,4
22,Welcome to Hell,666-Pack,Insanity Alert,107412,FALSE,0.195,0.961,4,-5.671,0,0.319,5.36e-6,0.117,0.554,0.471,186.541,107413,4
11,Two Joints,666-Pack,Insanity Alert,73946,FALSE,0.382,0.937,9,-7.319,0,0.103,4.77e-6,0.179,0.159,0.303,172.992,73947,3
11,Chronic State of Hate,666-Pack,Insanity Alert,133465,FALSE,0.251,0.979,9,-5.923,0,0.302,1.97e-5,0.63,0.269,0.488,141.227,133466,4
10,I Come / I Fuck Shit up / I Leave,666-Pack,Insanity Alert,86133,FALSE,0.464,0.962,1,-5.878,1,0.173,3.1e-6,0.0838,0.311,0.482,103.135,86134,4
10,A Skullcrushin' Good Time,666-Pack,Insanity Alert,136812,FALSE,0.253,0.911,0,-6.649,1,0.0988,7.99e-6,0.00793,0.308,0.65,166.809,136813,4
0,The Ballad of Slayer,666-Pack,Insanity Alert,5892,FALSE,0,0.405,8,-9.503,1,0,0.316,0.00173,0,0,0,5893,0
9,Demons Get out!,666-Pack,Insanity Alert,138146,FALSE,0.274,0.934,0,-6.495,1,0.137,7.13e-6,0.702,0.532,0.15,140.969,138147,4
0,8 Bit Brutality,666-Pack,Insanity Alert,7172,FALSE,0,0.946,11,-5.8,0,0,0.00444,0.00742,0,0,0,7173,0
8,Death by Wrecking Ball,666-Pack,Insanity Alert,71000,FALSE,0.394,0.946,9,-6.044,0,0.116,1.33e-6,0.0156,0.0983,0.193,112.101,71000,4
9,Dark Energon,666-Pack,Insanity Alert,189987,FALSE,0.245,0.961,9,-6.556,0,0.155,5.42e-6,0.0385,0.374,0.224,113.86,189987,4
13,Introduction,Analhu Akbar,Brutal Sphincter,39986,FALSE,0.394,0.759,1,-5.263,0,0.0864,3.11e-5,0.679,0.723,0.403,179.933,39987,4
17,Hijab Is Feminism,Analhu Akbar,Brutal Sphincter,109773,FALSE,0.358,0.956,11,-3.723,0,0.1,9.78e-6,0.933,0.331,0.232,179.985,109773,4
16,Autistic Meltdown,Analhu Akbar,Brutal Sphincter,118493,FALSE,0.273,0.985,5,-3.724,0,0.141,1.96e-6,0.741,0.286,0.139,185.143,118493,4
11,N.V.A.,Analhu Akbar,Brutal Sphincter,99920,FALSE,0.434,0.987,0,-3.513,1,0.127,3.5e-6,0.643,0.176,0.0868,105.986,99920,4
13,National Hero,Analhu Akbar,Brutal Sphincter,125546,FALSE,0.409,0.941,11,-4.51,1,0.125,4.17e-5,0.778,0.175,0.142,175.102,125547,4
10,Kathoey Story,Analhu Akbar,Brutal Sphincter,120946,FALSE,0.489,0.982,5,-3.644,0,0.108,1.32e-5,0.745,0.118,0.302,120.06,120947,4
10,"Big Mouth, Tiny Hands",Analhu Akbar,Brutal Sphincter,120893,FALSE,0.369,0.985,1,-3.12,1,0.172,5.74e-6,0.708,0.251,0.291,169.939,120893,4
24,Make Goregrind Great Again,Analhu Akbar,Brutal Sphincter,100160,FALSE,0.401,0.987,1,-3.568,1,0.182,4.9099999999999996e-006,0.722,0.128,0.248,160.046,100160,4
15,Alex Jones the Reptiloid King,Analhu Akbar,Brutal Sphincter,126426,FALSE,0.525,0.931,5,-4.923,1,0.153,3.12e-5,0.0108,0.277,0.212,110.079,126427,4
10,We're All Scum,Analhu Akbar,Brutal Sphincter,130133,FALSE,0.419,0.98,2,-3.623,1,0.16,2.48e-6,0.944,0.27,0.212,92.509,130133,4
13,Prohibit Anime,Analhu Akbar,Brutal Sphincter,137186,FALSE,0.193,0.99,4,-3.552,1,0.176,1.13e-5,0.932,0.0852,0.2,73.649,137187,4
9,Infibulation Championship,Analhu Akbar,Brutal Sphincter,114493,FALSE,0.357,0.978,10,-3.708,0,0.156,9.16e-6,0.912,0.352,0.251,174.929,114493,3
9,Analhu Akbar,Analhu Akbar,Brutal Sphincter,97560,FALSE,0.443,0.948,5,-3.654,0,0.169,3.72e-6,0.91,0.338,0.181,120.06,97560,4
9,A.B.U.P.,Analhu Akbar,Brutal Sphincter,122573,FALSE,0.485,0.985,1,-3.726,1,0.128,1.24e-5,0.365,0.146,0.355,124.956,122573,4
12,Raped by Elephants,Analhu Akbar,Brutal Sphincter,237813,FALSE,0.494,0.957,5,-5.09,0,0.134,1.09e-4,0.375,0.346,0.204,145.024,237813,4
18,Goregrind Number One,Analhu Akbar,Brutal Sphincter,96280,FALSE,0.392,0.941,0,-4.277,0,0.0845,1.13e-5,0.87,0.361,0.512,159.916,96280,4
49,Pints of Guinness Make You Strong,Reinventing Axl Rose,Against Me!,160520,FALSE,0.623,0.82,9,-6.842,0,0.0499,0.00544,2.08e-4,0.14,0.637,128.35,160520,4
32,The Politics of Starving,Reinventing Axl Rose,Against Me!,186186,FALSE,0.296,0.89,11,-6.54,0,0.0654,4.24e-4,0.0803,0.181,0.691,152.463,186187,4
37,We Laugh at Danger (And Break All the Rules),Reinventing Axl Rose,Against Me!,197386,FALSE,0.45,0.795,7,-6.39,1,0.0821,0.00717,0,0.12,0.624,140.525,197387,4
35,I Still Love You Julie,Reinventing Axl Rose,Against Me!,192773,FALSE,0.421,0.876,2,-6.669,1,0.0563,0.0119,0.00165,0.111,0.884,151.706,192773,4
30,Scream It Until You're Coughing up Blood,Reinventing Axl Rose,Against Me!,148973,FALSE,0.437,0.899,11,-7.026,0,0.0702,0.0117,0.0292,0.113,0.942,122.82,148973,4
30,Jordan's 1st Choice,Reinventing Axl Rose,Against Me!,128333,FALSE,0.436,0.778,0,-5.782,0,0.326,0.0825,0,0.137,0.41,96.861,128333,4
32,Reinventing Axl Rose,Reinventing Axl Rose,Against Me!,144998,FALSE,0.415,0.937,9,-5.526,1,0.0476,0.00215,0.00367,0.141,0.864,127.382,144998,4
45,"Baby, I'm an Anarchist!",Reinventing Axl Rose,Against Me!,160440,FALSE,0.466,0.736,0,-7.423,1,0.358,0.194,0,0.682,0.499,78.99,160440,4
37,Walking is Still Honest,Reinventing Axl Rose,Against Me!,157613,FALSE,0.554,0.95,2,-4.354,1,0.0402,0.00142,4.57e-4,0.144,0.828,121.94,157613,4
31,8 Full Hours of Sleep,Reinventing Axl Rose,Against Me!,239866,FALSE,0.48,0.197,0,-13.536,1,0.0746,0.145,1.6e-4,0.11,0.132,70.248,239867,4
32,Soul Evisceration,Nightmares Made Flesh,Bloodbath,217906,TRUE,0.369,0.967,0,-4.307,1,0.0952,9.64e-6,0.141,0.11,0.21,104.945,217907,3
25,Stillborn Saviour,Nightmares Made Flesh,Bloodbath,219360,TRUE,0.187,0.912,6,-4.555,1,0.0788,4.42e-6,3.45e-5,0.558,0.168,99.001,219360,4
25,Blood Vortex,Nightmares Made Flesh,Bloodbath,210280,TRUE,0.404,0.931,6,-4.762,1,0.0526,4.39e-6,0.112,0.0982,0.349,85.004,210280,3
21,Breeding Death - Demo,Nightmares Made Flesh,Bloodbath,261680,TRUE,0.289,0.748,1,-7.961,1,0.0458,5.16e-6,5.58e-4,0.205,0.327,100.071,261680,4
39,Cancer of the Soul,Nightmares Made Flesh,Bloodbath,214173,TRUE,0.17,0.986,6,-4.397,1,0.12,1.43e-5,0.00335,0.0489,0.293,84.91,214173,3
36,Brave New Hell,Nightmares Made Flesh,Bloodbath,242693,TRUE,0.395,0.977,6,-4.019,1,0.104,2.23e-5,4.9e-5,0.0707,0.35,145.046,242693,4
32,Outnumbering the Day,Nightmares Made Flesh,Bloodbath,195400,TRUE,0.411,0.979,6,-3.78,1,0.0947,1.34e-5,2.52e-4,0.801,0.303,109.964,195400,4
27,Feeding the Undead,Nightmares Made Flesh,Bloodbath,244560,TRUE,0.467,0.975,11,-4.196,0,0.0718,8.04e-6,0.0187,0.189,0.326,100.015,244560,4
49,Eaten,Nightmares Made Flesh,Bloodbath,258133,TRUE,0.407,0.967,10,-4.213,1,0.0576,9.96e-5,0,0.103,0.198,147.999,258133,4
29,Bastard Son of God,Nightmares Made Flesh,Bloodbath,171773,TRUE,0.442,0.988,6,-3.934,0,0.113,1.04e-5,0.00472,0.282,0.133,115.008,171773,4
30,Year of the Cadaver Race,Nightmares Made Flesh,Bloodbath,272893,TRUE,0.236,0.962,6,-3.943,1,0.129,8.36e-6,0.0547,0.469,0.274,119.934,272893,4
27,The Ascension,Nightmares Made Flesh,Bloodbath,231400,TRUE,0.347,0.9,6,-4.378,1,0.0622,4.65e-5,2.42e-5,0.17,0.171,90.049,231400,4
26,Draped in Disease,Nightmares Made Flesh,Bloodbath,239440,TRUE,0.402,0.939,6,-4.351,1,0.0612,6.46e-6,7.61e-5,0.0876,0.154,99.974,239440,4
20,Ominous Bloodvomit - Demo,Nightmares Made Flesh,Bloodbath,218280,TRUE,0.254,0.768,1,-8.428,1,0.0695,1.96e-5,0.0162,0.274,0.359,125.726,218280,4
29,Beast Above Man,Where Shadows Forever Reign,Dark Funeral,284093,TRUE,0.396,0.993,4,-5.254,1,0.0725,6.22e-6,0.885,0.142,0.0254,120.06,284093,4
33,As One We Shall Conquer,Where Shadows Forever Reign,Dark Funeral,283980,FALSE,0.382,0.997,11,-5.739,1,0.108,2.47e-5,0.132,0.306,0.035,144.985,283980,4
0,The Cult of Retribution,The Cult of Retribution,Climate of Fear,209214,FALSE,0.276,0.929,11,-6.095,1,0.0899,2.8e-5,0.193,0.103,0.0998,112.297,209215,3
20,For The Cause,The Family Biz,Madball,168000,FALSE,0.587,0.969,7,-5.833,1,0.0659,1.68e-4,0,0.355,0.63,100.028,168000,4
1,Pints of Guinness Make You Strong,Reinventing Axl Rose,Against Me!,160520,FALSE,0.624,0.817,9,-6.851,0,0.0487,0.0067,3.42e-4,0.157,0.611,128.388,160520,4
0,The Politics of Starving,Reinventing Axl Rose,Against Me!,186186,FALSE,0.296,0.872,11,-6.508,0,0.0583,4.42e-4,0.0401,0.193,0.748,153.617,186187,4
0,We Laugh At Danger and Break All the Rules,Reinventing Axl Rose,Against Me!,197386,FALSE,0.45,0.799,7,-6.298,1,0.0858,0.00654,0,0.122,0.515,140.483,197387,4
0,I Still Love You Julie,Reinventing Axl Rose,Against Me!,192773,FALSE,0.412,0.871,2,-6.63,1,0.0593,0.012,0.00174,0.111,0.837,153.392,192773,4
0,Scream It Until You're Coughing Up Blood,Reinventing Axl Rose,Against Me!,148973,FALSE,0.443,0.895,11,-7.012,0,0.0755,0.0086,0.0231,0.121,0.939,122.605,148973,4
0,Jordan's First Choice,Reinventing Axl Rose,Against Me!,128333,FALSE,0.514,0.786,0,-5.82,0,0.337,0.0844,0,0.154,0.395,98.655,128333,4
0,Those Anarcho Punks Are Mysterious...,Reinventing Axl Rose,Against Me!,144013,FALSE,0.567,0.738,6,-6.718,0,0.0654,0.0697,1.26e-5,0.108,0.776,90.917,144013,4
0,Reinventing Axl Rose,Reinventing Axl Rose,Against Me!,145293,FALSE,0.424,0.935,4,-5.49,1,0.055,0.0016,0.00115,0.101,0.886,127.309,145293,4
0,"Baby, I'm an Anarchist!",Reinventing Axl Rose,Against Me!,160440,FALSE,0.518,0.739,0,-7.429,1,0.334,0.228,0,0.673,0.556,77.801,160440,4
0,Walking Is Still Honest,Reinventing Axl Rose,Against Me!,157613,FALSE,0.557,0.947,2,-4.36,1,0.0395,0.00156,4.5e-4,0.173,0.847,121.959,157613,4
0,Eight Full Hours of Sleep,Reinventing Axl Rose,Against Me!,239866,FALSE,0.667,0.188,0,-13.536,1,0.0563,0.166,2.37e-4,0.11,0.156,70.791,239867,4
2,Peridot,"Portals to a Better, Dead World",Cara Neir,280744,FALSE,0.375,0.997,1,-6.942,0,0.129,7.43e-4,0.308,0.188,0.0383,140.959,280744,4
2,Closing Doors,"Portals to a Better, Dead World",Cara Neir,217787,FALSE,0.25,0.995,0,-7.278,1,0.14,6.92e-4,0.789,0.651,0.042,181.086,217788,3
1,Red Moon Foreboding,"Portals to a Better, Dead World",Cara Neir,345276,FALSE,0.221,0.998,2,-7.253,0,0.12,0.00469,0.075,0.156,0.0395,135.029,345277,4
1,Dust Collector,"Portals to a Better, Dead World",Cara Neir,372295,FALSE,0.17,0.994,0,-8.357,0,0.144,0.00336,0.881,0.0779,0.0564,179.938,372295,3
1,Forlorn Love (Henry and Karen),"Portals to a Better, Dead World",Cara Neir,147999,FALSE,0.296,0.934,0,-8.599,0,0.117,6.52e-4,0.63,0.133,0.219,146.23,148000,4
1,Exalting the Shadow Proprietor,"Portals to a Better, Dead World",Cara Neir,439911,FALSE,0.175,0.983,7,-7.117,1,0.161,2.65e-4,0.807,0.1,0.0825,107.975,439911,4
0,"3,380 Pounds","Portals to a Better, Dead World",Cara Neir,604915,FALSE,0.0994,0.769,0,-8.337,0,0.071,0.0142,0.621,0.302,0.145,72.537,604915,3
34,Traitors Never Play Hang-Man,2004 - 2013,Bring Me The Horizon,217000,FALSE,0.315,0.833,4,-7.677,1,0.251,0.00138,0.0023,0.766,0.101,126.727,217000,3
35,Pray For Plagues,2004 - 2013,Bring Me The Horizon,261733,TRUE,0.307,0.971,6,-5.654,1,0.211,0.0119,0.028,0.647,0.157,104.647,261733,3
36,Diamonds Aren't Forever,2004 - 2013,Bring Me The Horizon,228066,TRUE,0.228,0.858,6,-5.379,1,0.2,1.38e-4,0,0.0805,0.124,153.738,228067,4
35,The Sadness Will Never End (feat. Sam Carter),2004 - 2013,Bring Me The Horizon,322360,TRUE,0.165,0.837,8,-5.377,1,0.125,3.48e-5,0.00115,0.0818,0.0696,102.392,322360,4
37,Chelsea Smile,2004 - 2013,Bring Me The Horizon,302560,TRUE,0.406,0.891,10,-5.201,0,0.105,3.61e-5,0.0175,0.328,0.22,99.898,302560,4
33,The Comedown,2004 - 2013,Bring Me The Horizon,249293,TRUE,0.223,0.879,10,-4.803,0,0.2,9.21e-6,5.1e-4,0.107,0.203,102.216,249293,4
36,Blessed With A Curse,2004 - 2013,Bring Me The Horizon,308040,TRUE,0.324,0.685,7,-7.206,0,0.0941,0.0135,0.00128,0.514,0.0809,130.034,308040,4
37,It Never Ends,2004 - 2013,Bring Me The Horizon,274133,TRUE,0.395,0.949,0,-5.443,0,0.0907,9.87e-5,2.6e-4,0.38,0.135,105.046,274133,4
36,Don't Go (feat. Lights),2004 - 2013,Bring Me The Horizon,298480,TRUE,0.414,0.786,0,-7.62,0,0.0715,0.0943,8.77e-5,0.0688,0.0892,130.034,298480,4
35,Crucify Me (feat. Lights),2004 - 2013,Bring Me The Horizon,379520,TRUE,0.153,0.898,8,-6.145,1,0.168,5.07e-4,0.00446,0.106,0.0435,101.029,379520,4
41,Shadow Moses,2004 - 2013,Bring Me The Horizon,242977,TRUE,0.45,0.986,6,-2.932,1,0.281,2.41e-4,0.0018,0.158,0.183,143.036,242978,4
44,"Go To Hell, For Heaven's Sake",2004 - 2013,Bring Me The Horizon,242995,TRUE,0.449,0.974,7,-2.919,0,0.12,6.68e-5,3.91e-4,0.119,0.224,137.963,242995,4
41,Can You Feel My Heart,2004 - 2013,Bring Me The Horizon,227296,TRUE,0.235,0.86,4,-2.842,0,0.0561,0.00272,0.0969,0.388,0.342,127.788,227296,4
52,Sleepwalking,2004 - 2013,Bring Me The Horizon,230090,TRUE,0.399,0.963,2,-3.28,0,0.122,2.44e-4,5.16e-6,0.279,0.294,148.892,230091,4
35,Antivist,2004 - 2013,Bring Me The Horizon,193637,TRUE,0.498,0.991,0,-2.249,1,0.158,2.23e-5,0,0.176,0.317,137.026,193638,4
47,Cemetery Bloom,Reverence,Parkway Drive,190193,FALSE,0.523,0.477,7,-9.114,1,0.0373,0.0324,0.117,0.159,0.0352,120.047,190193,4
51,Shadow Boxing,Reverence,Parkway Drive,230063,FALSE,0.529,0.902,11,-5.439,0,0.0506,0.00562,2.97e-4,0.0465,0.202,135.962,230063,4
44,The Colour Of Leaving,Reverence,Parkway Drive,199177,FALSE,0.334,0.364,9,-14.955,1,0.0395,0.851,2.07e-5,0.14,0.55,76.225,199177,4
55,Wishing Wells,Reverence,Parkway Drive,303808,FALSE,0.402,0.975,0,-4.499,1,0.14,0.00272,0.00912,0.326,0.23,177.762,303808,4
64,Prey,Reverence,Parkway Drive,255230,FALSE,0.27,0.964,6,-4.545,1,0.0866,3.28e-5,0.0247,0.525,0.325,99.731,255231,3
52,Absolute Power,Reverence,Parkway Drive,222975,FALSE,0.505,0.892,6,-4.41,1,0.0384,0.00154,0.00541,0.0919,0.361,155.095,222975,4
61,The Void,Reverence,Parkway Drive,233079,FALSE,0.571,0.954,2,-3.399,0,0.0464,4.32e-4,0.0014,0.058,0.53,123.051,233080,4
50,I Hope You Rot,Reverence,Parkway Drive,290126,FALSE,0.475,0.975,4,-4.668,0,0.0752,3.69e-4,5.36e-4,0.412,0.358,140.028,290127,4
48,In Blood,Reverence,Parkway Drive,260028,FALSE,0.246,0.89,6,-4.572,1,0.092,3.29e-4,9.98e-5,0.207,0.46,172.127,260028,4
52,Chronos,Reverence,Parkway Drive,380410,FALSE,0.26,0.943,11,-4.567,0,0.0727,1.94e-4,0.0398,0.0931,0.159,130.236,380411,4
23,Master of My Destiny,W.A.R,Trail of Lies,137029,FALSE,0.282,0.938,2,-4.64,1,0.0624,1.22e-5,2.87e-6,0.221,0.642,130.832,137030,4
20,Run,W.A.R,Trail of Lies,121571,TRUE,0.19,0.954,9,-5.2,1,0.0734,2.36e-5,2.98e-5,0.203,0.225,157.335,121572,4
20,Next Generation,W.A.R,Trail of Lies,130626,FALSE,0.231,0.9,2,-4.93,1,0.0635,2.88e-6,0.00572,0.324,0.71,150.513,130626,3
19,Ultradominance,W.A.R,Trail of Lies,146781,FALSE,0.28,0.958,2,-4.913,1,0.0714,1.11e-5,8.35e-5,0.123,0.0967,135.828,146781,4
16,W.A.R,W.A.R,Trail of Lies,69190,FALSE,0.196,0.923,1,-5.463,0,0.0578,1.06e-6,0.791,0.106,0.186,139.131,69190,4
