popularity,track,album_name,artist,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,For the Masses,La Muerte,Gorefest,287399,FALSE,0.431,0.985,1,-2.564,0,0.0675,4.24e-6,0.559,0.076,0.201,99.964,287399,4
28,Behold Judas,I Monarch,Hate Eternal,261506,FALSE,0.175,0.962,1,-7.018,0,0.123,1.65e-4,0.757,0.253,0.0392,100.638,261507,3
23,The Glowing Hate,Aeons Black,Aeon,252000,FALSE,0.482,0.971,10,-4.577,0,0.126,6.22e-6,0.828,0.182,0.092,109.962,252000,4
11,Spineless Kingdom,Through Aching Aeons,Desultory,188933,FALSE,0.261,0.996,7,-5.554,1,0.125,6.48e-6,0.424,0.302,0.156,109.923,188933,4
0,Battalion of Insanities,My Empire,Deserted Fear,239120,FALSE,0.382,0.934,11,-4.31,1,0.105,1.63e-4,0.856,0.0786,0.277,149.932,239120,4
14,Paropamisadae,Ruins of Empires,Aeternam,251000,FALSE,0.216,0.969,2,-3.946,1,0.164,9.73e-5,0.0017,0.159,0.0509,105.006,251000,3
7,Plague,Sodomisery,Sodomisery,311244,FALSE,0.431,0.977,9,-5.079,1,0.165,5.7e-5,0.266,0.0983,0.0674,160.012,311244,4
0,At the Edge of the World,Best Of,Kataklysm,239346,FALSE,0.417,0.97,11,-3.637,1,0.0795,4.14e-6,0.673,0.105,0.263,180.091,239347,4
24,The Legacy of Ares,Black Nova,Dagoba,291853,FALSE,0.464,0.966,6,-5.658,1,0.0594,8.56e-6,0.0131,0.0829,0.22,94.924,291853,4
0,Sugar,Vattnet,Vattnet,260666,FALSE,0.296,0.922,11,-5.929,1,0.0966,4.86e-6,0.0916,0.116,0.146,150.197,260667,4
26,From Nothing,Proponent for Sentience,Allegaeon,300133,FALSE,0.476,0.988,0,-4.144,1,0.19,1.35e-5,0.268,0.0894,0.338,119.992,300133,4
30,Inanimate,Obsolescence (Deluxe Version),Abysmal Dawn,255501,FALSE,0.32,0.965,1,-4.46,1,0.0751,3.21e-4,0.0061,0.0608,0.28,110.601,255502,5
26,Vanquished Unto Thee,Serpentine Dominion,Serpentine Dominion,174195,FALSE,0.43,0.984,1,-3.28,0,0.162,1.58e-4,0.00977,0.496,0.0912,115.189,174196,4
50,Scourge of Iron,Torture,Cannibal Corpse,284400,FALSE,0.446,0.977,10,-5.036,0,0.0781,5.35e-4,0.472,0.105,0.339,172.059,284400,4
0,Witnesses of Extinction,Atrocities from Beyond,Analepsy,180882,FALSE,0.541,0.982,11,-3.562,1,0.127,8.66e-6,0.762,0.225,0.168,113.353,180882,4
27,Generation of Flies,Doomsday Rituals,Centinex,226063,TRUE,0.515,0.988,4,-4.515,0,0.0579,9.47e-5,1.84e-4,0.315,0.25,146.056,226064,4
0,Cold Flesh Citadel,Autopsychosis,Katalepsy,221866,FALSE,0.224,0.965,9,-2.966,1,0.132,2.99e-4,0.373,0.284,0.217,95.015,221867,4
0,Famine of God`s Word,Grand Morbid Funeral,Bloodbath,296440,FALSE,0.202,0.991,7,-3.572,1,0.226,5.1e-6,0.28,0.322,0.0557,114.987,296440,4
0,Stormsleeper,Stormsleeper,Spoil Engine,240746,TRUE,0.405,0.981,10,-3.489,0,0.0938,4.6e-5,0.0291,0.0786,0.246,174.017,240747,4
0,Omens of Doom,Omens of Doom,Sulphur,329426,FALSE,0.334,0.926,7,-7.038,1,0.0626,2.12e-6,0.03,0.158,0.0383,99.77,329427,4
0,Spheres of Madness,Nihility,Decapitated,315133,FALSE,0.472,0.998,6,-4.674,0,0.224,2.59e-5,0.586,0.225,0.0863,154.901,315133,4
0,Where Angels Fear To Tread,Where Ironcrosses Grow,Dismember,283386,FALSE,0.172,0.973,7,-5.341,1,0.105,2.45e-5,0.309,0.161,0.0752,134.449,283387,1
20,Valley Of Darkness,Crusade Zero,Hate,371893,FALSE,0.23,0.973,5,-3.13,1,0.113,5.82e-6,0.669,0.0623,0.114,139.965,371893,4
43,Lashed To the Slave Stick,Annihilation of the Wicked,Nile,258093,FALSE,0.312,0.903,0,-6.371,1,0.0453,2.21e-6,0.902,0.0698,0.206,187.102,258093,4
0,"Of Fire, And Fucking Pigs",Vanitas,Anaal Nathrakh,181453,TRUE,0.232,0.813,6,-1.158,1,0.0651,1.86e-6,0.817,0.323,0.22,129.417,181453,1
0,Lied für die Götter,Lied für die Götter,Nachtblut,238911,FALSE,0.473,0.914,2,-5.52,0,0.0383,0.00404,1.47e-4,0.106,0.555,76.524,238912,4
41,Phoenix,Satyricon (Deluxe),Satyricon,392200,FALSE,0.544,0.732,10,-6.658,0,0.0365,0.00149,0.25,0.111,0.231,112.998,392200,4
18,Orgasmic Spiritual Ecstasy,Abreaction,Svart Crown,296293,FALSE,0.178,0.959,1,-4.535,1,0.0582,0.00138,0.385,0.26,0.139,102.412,296293,4
20,"Red Death, White Light","Red Death, White Light",Skeletonwitch,432127,FALSE,0.313,0.995,5,-2.205,1,0.105,1.81e-5,0.799,0.105,0.053,160.011,432128,4
28,Dragons of the North,Dragons of the North XX,Einherjer,256453,FALSE,0.369,0.907,4,-7.461,1,0.0445,1.17e-5,0.468,0.0836,0.638,83.033,256453,4
32,Void,Autumn,ColdWorld,391546,FALSE,0.327,0.837,4,-7.875,0,0.0791,0.0195,0.923,0.108,0.052,124.814,391547,3
0,Jag är din fiende,Jag är din fiende,Shining,424750,FALSE,0.476,0.948,6,-4.718,0,0.059,7.14e-4,0.173,0.295,0.329,139.518,424751,3
4,Black Supremacy,Black Supremacy,Samael,230716,FALSE,0.412,0.997,5,-4.912,0,0.102,1.99e-5,0.349,0.263,0.0743,146.054,230717,4
1,To Your Brethren in the Dark,To Your Brethren in the Dark,Satyricon,367746,FALSE,0.429,0.746,7,-7.958,0,0.0347,4.88e-6,0.783,0.0915,0.454,109.94,367747,4
0,Oiseaux de proie,Oiseaux de proie,Alcest,468226,FALSE,0.237,0.62,8,-8.78,0,0.0346,5.94e-5,0.8,0.24,0.138,118.409,468227,4
6,Proclamation of Destruction,Bi Den Dode Hant,Cirith Gorgor,414506,FALSE,0.179,0.962,4,-5.987,0,0.109,1.36e-6,0.0627,0.579,0.0364,119.533,414507,4
18,Unchain My Soul,Unchain My Soul,Dark Funeral,320435,FALSE,0.421,0.999,4,-5.51,1,0.106,2.91e-5,0.167,0.0877,0.0271,114.076,320435,4
2,Dagger Entombed,Dagger Entombed,Sarke,220670,FALSE,0.461,0.904,4,-5.086,1,0.043,4.85e-4,2.95e-4,0.199,0.281,92.96,220671,4
22,Forsaken,Vengeful Ascension,Goatwhore,220893,FALSE,0.528,0.94,6,-7.469,1,0.067,6.87e-6,0.147,0.386,0.414,114.994,220893,3
0,Deep Calleth Upon Deep,Deep Calleth Upon Deep,Satyricon,276973,FALSE,0.487,0.947,9,-7.346,1,0.0483,9.78e-6,0.238,0.12,0.395,127.998,276973,4
0,Baklengs mot intet,Baklengs mot intet,Helheim,439173,FALSE,0.34,0.882,7,-6.358,0,0.0593,6.89e-6,0.83,0.135,0.122,130.025,439173,4
15,Hold Your Children Close and Pray for Oblivion,Hold Your Children Close and Pray for Oblivion,Anaal Nathrakh,215125,FALSE,0.35,0.701,0,-2.883,1,0.111,1.47e-5,5.75e-5,0.345,0.0362,120.075,215125,4
5,I Hornenes Bilde,I Hornenes Bilde,Mork,323040,FALSE,0.37,0.994,8,-4.62,0,0.0851,7.27e-6,0.00661,0.361,0.0595,155.075,323040,4
41,Where Greater Men Have Fallen,Where Greater Men Have Fallen,Primordial,486189,FALSE,0.266,0.989,0,-3.976,1,0.114,3.76e-5,0.00388,0.083,0.0376,115.021,486189,4
8,The Rhymes of the Mountain,The Rhymes of the Mountain,Borknagar,401346,FALSE,0.24,0.926,4,-4.295,0,0.0599,4.97e-5,2e-5,0.11,0.272,180.077,401347,3
34,Spirit of the North,The Force of the Ancient Land,Eldamar,886381,FALSE,0.13,0.492,4,-8.551,0,0.0378,5.36e-5,0.917,0.222,0.103,145.333,886381,3
0,Mass Darkness,Mass Darkness,Ihsahn,232433,FALSE,0.371,0.984,11,-4.247,1,0.1,5.9e-6,0.93,0.0804,0.0747,139.996,232434,4
0,To War!,Abbath,Abbath,335200,FALSE,0.315,0.992,8,-6.133,0,0.15,4.45e-6,0.8,0.379,0.0943,114.789,335200,4
0,Serpent Sun,Serpent Sun,Nightbringer,375864,TRUE,0.117,0.967,2,-5.176,1,0.138,1.81e-6,0.899,0.357,0.0377,150.177,375864,3
0,Storm Son,Storm Son,Enslaved,654413,FALSE,0.207,0.97,1,-5.676,1,0.144,7.88e-4,0.368,0.0615,0.164,164.981,654413,1
0,Charlie,Charlie,Carach Angren,249400,TRUE,0.259,0.915,1,-7.068,1,0.168,1.04e-4,0.00108,0.551,0.111,100.046,249400,4
5,Shackles of Life,Shackles of Life,Mist of Misery,444708,FALSE,0.389,0.667,5,-8.715,1,0.044,0.0405,0.478,0.147,0.0863,109.756,444708,4
27,Pestilence Shall Come,Pestilence Shall Come,Advent Sorrow,353221,FALSE,0.118,0.679,1,-4.882,0,0.0932,5.73e-5,0.957,0.0551,0.0501,149.511,353222,4
6,Jökelväktaren,Till Fjälls del II,Vintersorg,415293,FALSE,0.382,0.961,4,-2.668,0,0.0589,1.47e-4,0.00593,0.29,0.104,75.033,415293,4
13,Two Sacred Oaks,Tales from a Cloud-Born Land,Forefather,282463,FALSE,0.177,0.89,9,-7.868,0,0.0854,1.94e-6,0.916,0.37,0.107,155.039,282464,4
0,Seraphic,Starmourner,Ghost Bath,350500,FALSE,0.206,0.896,8,-7.74,1,0.098,4.74e-5,0.895,0.353,0.0661,177.648,350500,4
0,Malfeitor,Lawless Darkness,Watain,418213,FALSE,0.11,0.903,0,-5.798,1,0.0727,5.03e-6,0.827,0.283,0.063,154.75,418213,4
12,May Her Wrath Be Just,As Was,Black Anvil,265357,FALSE,0.195,0.939,1,-7.592,0,0.109,3.48e-5,0.416,0.576,0.0372,149.359,265358,4
0,Han Som Hatar Människan - Remastered,Redefining Darkness,Shining,409613,TRUE,0.418,0.967,4,-5.165,0,0.0799,6.88e-6,0.294,0.0762,0.0734,125.028,409613,4
0,Ze Nigmar,Rituals,Rotting Christ,283380,FALSE,0.414,0.827,5,-4.871,1,0.0518,2.35e-5,0.634,0.359,0.155,123.992,283380,4
0,Progenies of the Great Apocalypse,Death Cult Armageddon,Dimmu Borgir,317800,FALSE,0.11,0.939,3,-3.975,0,0.104,3.91e-4,0.35,0.145,0.097,88.58,317800,5
2,The Plague,Ouroboros,Godhead Machinery,380386,TRUE,0.278,0.813,0,-5.776,0,0.0332,2e-6,0.226,0.17,0.0516,119.328,380387,3
7,Offering Revulsion,Desolate Gods,Father Befouled,293386,FALSE,0.148,0.798,10,-8.331,1,0.0741,1.53e-5,0.909,0.253,0.0511,140.133,293387,4
0,Den stora tystnaden,Arvet,Grift,331825,FALSE,0.176,0.867,6,-14.49,0,0.0496,2.76e-4,0.193,0.815,0.13,87.197,331825,4
27,The Smoke of Their Torment,Scar Sighted,Leviathan,364217,FALSE,0.149,0.859,10,-8.077,0,0.0851,4.9e-4,0.825,0.7,0.07,144.706,364218,4
1,Gateways,Abrahadabra,Dimmu Borgir,310026,FALSE,0.172,0.943,10,-4.377,0,0.107,2.24e-4,1.32e-4,0.168,0.15,165.144,310027,5
0,Achingly Beautiful,Cryptoriana - The Seductiveness Of Decay,Cradle Of Filth,422226,FALSE,0.267,0.98,8,-5.164,1,0.148,6.1e-5,0.102,0.0825,0.125,116.016,422227,4
35,The Serpent,Mareridt (Deluxe Version),Myrkur,243708,FALSE,0.282,0.558,4,-4.5,1,0.0364,0.015,0.328,0.0897,0.123,62.937,243708,4
3,Reincarnation of Yesterday,Love from with the Dead,With the Dead,385776,FALSE,0.339,0.895,9,-6.777,1,0.0761,9.65e-6,0.946,0.227,0.128,123.428,385776,4
0,Charles Francis Coghlan,Dance and Laugh Amongst the Rotten,Carach Angren,366760,FALSE,0.173,0.851,2,-6.465,1,0.062,1.79e-4,5.7e-4,0.119,0.18,176.618,366760,3
1,Numinosum,Tremendum,Hate,339573,FALSE,0.425,0.986,5,-6.201,1,0.0888,8.28e-6,0.622,0.29,0.0393,109.888,339573,3
39,The Traces We Leave,III:Trauma,Harakiri for the Sky,513008,FALSE,0.466,0.964,1,-4.59,1,0.0655,1.59e-5,0.4,0.34,0.142,125.048,513008,4
40,Havenless,Below The Lights,Enslaved,335333,FALSE,0.33,0.85,4,-7.016,1,0.0665,0.00242,0.53,0.279,0.696,135.413,335333,3
0,Myr,Noregs Vaapen,Taake,333893,FALSE,0.111,0.994,11,-4.578,0,0.149,5.78e-6,0.091,0.0633,0.0358,155.106,333893,4
42,They Rode On,The Wild Hunt,Watain,522813,FALSE,0.295,0.44,4,-9.151,0,0.0314,4.16e-5,0.498,0.0811,0.039,133.988,522813,3
0,I Am the Black Wizards,In The Nightside Eclipse,Emperor,360840,FALSE,0.145,0.954,0,-5.68,1,0.0765,8.6700000000000007e-005,0.908,0.135,0.107,104.082,360840,4
31,Funeral,Mareridt (Deluxe Version),Myrkur,179569,FALSE,0.182,0.525,7,-4.993,0,0.0362,0.00108,0.773,0.117,0.29,95.494,179569,4
5,Heimdalargaldr,The High Heat Licks Against Heaven,Nidingr,228026,FALSE,0.387,0.881,9,-4.029,1,0.1,0.00738,0.795,0.0974,0.0646,139.47,228027,4
35,Harvest,Harvest,Naglfar,430400,FALSE,0.487,0.848,6,-6.731,0,0.0434,1.9e-4,0.611,0.326,0.112,99.981,430400,3
30,Dunkelheit,Draugen - Rarities,Burzum,425080,FALSE,0.158,0.582,4,-9.152,0,0.0503,1.99e-6,0.959,0.653,0.35,109.285,425080,4
51,Hallowed Be Thy Name,Lovecraft & Witch Hearts,Cradle Of Filth,430733,FALSE,0.428,0.972,2,-1.998,0,0.0666,7.16e-5,0.0736,0.0787,0.225,118.306,430733,4
11,True North,True North,Witchery,248253,FALSE,0.4,0.976,10,-5.904,1,0.116,4.43e-4,3.05e-4,0.907,0.0379,111.151,248253,4
30,Tundra Leech,Arctic Thunder,Darkthrone,302592,FALSE,0.21,0.986,6,-3.762,0,0.115,6.9e-5,0.0848,0.116,0.0691,123.469,302593,4
0,Dis Manibvs,Dis Manibvs,Imperium Dekadenz,451893,FALSE,0.226,0.826,5,-4.189,1,0.0651,3.62e-6,0.0795,0.128,0.274,119.663,451893,4
0,Radix malorum,Instinctus Bestialis,Gorgoroth,193773,FALSE,0.316,0.858,2,-4.034,1,0.0613,2.43e-6,0.675,0.138,0.306,104.826,193773,5
0,Måneblôt,Måneblôt - Single,Myrkur,213777,FALSE,0.31,0.858,10,-3.763,1,0.0475,0.00467,0.00941,0.338,0.179,88.908,213778,4
0,Heartbreak and Seance,Heartbreak and Seance,Cradle Of Filth,384160,FALSE,0.4,0.99,8,-4.2,1,0.155,3.59e-6,0.662,0.19,0.0395,119.884,384160,4
0,Í Hálmstráið Held,Í Hálmstráið Held,Auðn,319887,FALSE,0.14,0.858,0,-5.474,1,0.0804,1.74e-4,0.927,0.108,0.0753,140.431,319887,3
37,Born from the Serpent's Eye,Thrice Woven,Wolves In The Throne Room,576555,FALSE,0.0943,0.747,10,-6.443,1,0.109,0.00208,0.782,0.0795,0.036,161.078,576556,4
4,Heimvegen,Heimvegen,Enslaved,337933,FALSE,0.153,0.903,6,-6.492,0,0.0534,9.12e-6,3.09e-4,0.796,0.2,93.184,337933,4
0,Home,Home,Numenorean,553681,TRUE,0.172,0.718,2,-6.884,0,0.0441,1.03e-4,0.754,0.189,0.0505,149.038,553681,4
0,A Fine Day To Die,Blood Fire Death,Bathory,516266,FALSE,0.232,0.93,9,-8.794,1,0.0825,0.00342,0.745,0.0939,0.0365,122.667,516267,4
1,Are You Dead Yet,Are You Dead Yet?,Children Of Bodom,234880,FALSE,0.467,0.967,8,-2.99,1,0.0491,6.28e-6,0.31,0.301,0.312,95.991,234880,4
4,Hammers of Vulcan,Return to the Void,Execration,300226,FALSE,0.167,0.952,11,-6.105,1,0.0966,1.19e-6,0.882,0.0438,0.279,145.307,300227,4
17,Vision IV: Illumination,Visions,Anomalie,381746,FALSE,0.253,0.964,8,-7.19,1,0.167,1.09e-4,0.778,0.0887,0.0395,177.936,381747,3
0,Journey To The End,1184,Windir,574406,FALSE,0.232,0.803,5,-6.359,1,0.0518,1.52e-5,0.00214,0.139,0.0664,124.002,574407,4
54,Nymphetamine Fix,Nymphetamine Special Edition,Cradle Of Filth,302360,FALSE,0.462,0.905,0,-3.825,0,0.0438,6.6e-4,0.0402,0.0839,0.253,122.925,302360,3
12,Flommen,Gud,Isvind,360986,FALSE,0.358,0.911,2,-6.136,0,0.0928,1.81e-5,0.707,0.318,0.0527,129.969,360987,4
0,Existence,Thorns,Thorns,252733,FALSE,0.205,0.97,1,-7.587,1,0.0957,1.14e-4,0.936,0.156,0.04,112.697,252733,4
7,Gleipnirs Smeder,Gleipnirs Smeder,Jotunspor,384960,FALSE,0.278,0.518,2,-8.601,1,0.0465,0,0.934,0.254,0.194,150.021,384960,4
9,Devil`s Harlot,The Underworld Regime,Ov Hell,205213,FALSE,0.267,0.942,10,-4.248,0,0.128,2.61e-5,0.536,0.0882,0.147,185.27,205213,4
0,Through Times of War,Through Times of War,Keep Of Kalessin,271920,FALSE,0.064,0.79,2,-4.496,0,0.0632,0,0.921,0.0852,0.0993,190.725,271920,3
0,Downfall,In Memoriam,Mistur,435693,FALSE,0.2,0.914,10,-3.491,1,0.0665,5.97e-6,0.92,0.0726,0.0409,167.846,435693,4
12,Cauldron,Massive Cauldron of Chaos,1349,261986,FALSE,0.415,0.952,0,-8.205,1,0.0697,9.59e-6,0.41,0.254,0.0774,107.606,261987,4
0,En Vind Av Sorg,Panzerfaust,Darkthrone,382706,FALSE,0.202,0.918,9,-5.073,1,0.0713,0.0154,0.00918,0.344,0.0479,132.15,382707,4
0,Kaos,Antiliv,Tsjuder,212040,FALSE,0.368,0.98,1,-6.918,1,0.108,4.44e-6,0.506,0.369,0.0325,110.986,212040,4
27,The Millennium King,The Pagan Prosperity,Old Man's Child,328426,FALSE,0.282,0.81,0,-5.45,1,0.0362,3.27e-5,0.349,0.185,0.154,106.208,328427,4
7,Taken,Bogefod,Sarke,196586,FALSE,0.319,0.99,9,-2.936,0,0.118,2.37e-4,0.00126,0.0967,0.0379,140.044,196587,4
30,Goatcraft Torment,Goatcraft Torment,Urgehal,240493,FALSE,0.154,0.934,1,-6.148,0,0.0604,1.11e-6,0.032,0.355,0.241,136.109,240493,4
19,Dominance & Submission,Psychopathology,Ragnarok,286066,FALSE,0.0739,0.967,7,-6.393,1,0.123,1.55e-6,0.017,0.049,0.0457,177.328,286067,4
0,Awake,I Begin,God Seed,283000,FALSE,0.359,0.961,2,-6.41,1,0.0863,7.52e-5,0.194,0.607,0.0732,100.017,283000,3
15,Light the Fucking Sky,Violator,Vredehammer,306911,TRUE,0.184,0.976,9,-5.054,1,0.124,6.36e-6,0.58,0.336,0.162,160.018,306912,4
0,raunijaR,raunijaR,Helheim,328573,FALSE,0.367,0.992,9,-4.53,0,0.087,5.06e-6,3.12e-5,0.133,0.172,127.973,328573,4
17,Sólverv,Sólverv,Vreid,361680,FALSE,0.138,0.969,11,-3.603,0,0.134,3.48e-5,0.691,0.318,0.0465,175.725,361680,4
10,Unravel,Unravel,Gehenna,286746,FALSE,0.164,0.711,8,-10.115,0,0.054,0,0.946,0.251,0.547,81.31,286747,4
39,"Ea, Lord of the Depths",Burzum/Aske,Burzum,292573,FALSE,0.324,0.897,1,-12.287,1,0.0719,7.06e-6,0.93,0.104,0.146,130.991,292573,4
20,All Hail Satan,Dødsskrik,Svarttjern,282024,FALSE,0.143,0.997,4,-3.654,1,0.117,2.22e-6,0.0904,0.131,0.0721,160.365,282024,4
6,Enigma of the Sullen,Erotik Nekrosis,Endezzma,488120,FALSE,0.287,0.969,5,-6.367,0,0.131,3.56e-5,0.563,0.38,0.076,160.095,488120,4
32,Loke,Frost,Enslaved,261920,FALSE,0.189,0.995,11,-7.07,1,0.116,2.86e-6,0.88,0.771,0.0336,81.58,261920,4
12,La Vinteren Vare Evig,All Hail Pessimism,Den Saakaldte,540600,FALSE,0.306,0.618,4,-7.381,0,0.0432,7.33e-6,0.793,0.0369,0.279,120.055,540600,4
0,"Arntor, a Warrior",Arntor,Windir,416706,FALSE,0.16,0.958,10,-1.025,0,0.0662,0.00446,0.898,0.393,0.25,156.979,416707,3
0,Ashes of the Damned,Abbath,Abbath,231960,FALSE,0.262,0.957,1,-6.713,1,0.0978,3.54e-6,0.829,0.0872,0.0587,107.65,231960,4
0,Nordbundet,Noregs Vaapen,Taake,325026,FALSE,0.171,0.998,9,-4.563,1,0.137,4.77e-6,0.0495,0.431,0.0352,126.862,325027,4
14,Djevelen i Menneskeform,Holmengraa,Blodhemn,310000,FALSE,0.171,0.989,5,-4.807,1,0.336,4.68e-6,0.77,0.208,0.151,159.855,310000,4
0,Den Lukkede Porten,Den Vandrende Skygge,Mork,260455,FALSE,0.105,0.926,4,-10.5,1,0.0865,1.93e-4,6.92e-4,0.356,0.122,165.004,260455,3
3,The Black Northern Ritual,The Black Northern Ritual,Posthum,340426,FALSE,0.381,0.99,8,-5.205,0,0.118,4.56e-6,0.731,0.111,0.0307,122.097,340427,4
0,Moribund,Moribund,Koldbrann,336043,TRUE,0.083,0.988,5,-4.39,1,0.13,2.08e-5,0.676,0.431,0.0907,171.933,336043,4
0,Salme,Evil 1999,Tulus,354613,FALSE,0.474,0.663,8,-6.983,1,0.0928,0.0015,0.00138,0.417,0.108,121.914,354613,4
25,Tornekratt,Profan,Kampfar,305320,FALSE,0.218,0.977,7,-3.715,0,0.0641,1.05e-5,0.473,0.329,0.064,70.535,305320,4
20,Höyt opp i dypet,Til Et Annet...,Trelldom,310333,FALSE,0.174,0.998,4,-2.451,0,0.132,3.22e-5,0.749,0.109,0.0345,123.631,310333,4
0,Astral Projection,Phantasmagoria,Limbonic Art,493840,FALSE,0.146,0.842,1,-4.828,1,0.0496,0.00163,0.937,0.306,0.168,99.47,493840,4
42,Withstand The Fall Of Time,At The Heart Of Winter,Immortal,509640,FALSE,0.159,0.964,4,-4.452,0,0.0871,1.11e-6,0.302,0.0819,0.0567,133.026,509640,4
0,I Troldskog Faren Vild,Bergtatt,Ulver,471280,FALSE,0.149,0.908,9,-7.941,0,0.0862,1.71e-5,0.887,0.0713,0.147,143.237,471280,3
6,Greatest of Deceivers,Greatest of Deceivers,Nidingr,325103,FALSE,0.369,0.99,2,-4.809,1,0.124,8.47e-5,0.778,0.106,0.0357,125.115,325103,4
5,Beyond the Blood Moon,Back to the Land of the Dead,Ancient,223626,FALSE,0.411,0.956,0,-6.975,1,0.108,6.51e-6,0.357,0.285,0.085,160.031,223627,4
0,...And The Seventh His Soul Detesteth,...And the Seventh His Soul Detesteth,Aeternus,298680,FALSE,0.324,0.915,7,-5.03,1,0.0854,2.42e-5,0.51,0.136,0.349,117.066,298680,4
28,Djevelen I Nord,Nordjevel,Nordjevel,255333,TRUE,0.357,0.985,4,-4.436,1,0.0948,0,0.597,0.262,0.0361,114.99,255333,4
0,"Pyre Era, Black!","One Who Talks with the Fog / Pyre Era, Black!",Hades Almighty,257929,FALSE,0.311,0.78,9,-7.803,1,0.0477,4.95e-4,0.88,0.116,0.115,111.642,257930,4
0,Submit to Satan !!!,Fuck You All !!!!,Carpathian Forest,247320,TRUE,0.401,0.988,4,-5.739,1,0.0682,1.87e-6,0.89,0.116,0.598,92.519,247320,4
0,The Loss & Curse of Reverence,Anthems To The Welkin At Dusk,Emperor,369266,FALSE,0.104,0.894,4,-4.385,0,0.0662,1.47e-5,0.86,0.381,0.0378,92.083,369267,4
0,Grimskalle Trell,Borknagar,Borknagar,338533,FALSE,0.107,0.969,9,-6.515,0,0.0878,3.12e-6,0.897,0.637,0.12,92.465,338533,4
0,Noxious (feat. Abbath Doom Occulta(Immortal)),Noxious,Dominanz,395493,TRUE,0.235,0.946,2,-6.063,0,0.117,4.21e-4,0.448,0.0847,0.101,128.026,395493,4
9,Ain't No Sunshine,Super Hits,Bill Withers,122640,FALSE,0.524,0.484,4,-8.151,0,0.0462,0.304,2.28e-4,0.0946,0.542,78.884,122640,4
13,Young And Beautiful,Young And Beautiful,Lana Del Rey,236053,FALSE,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-6,0.108,0.159,114.553,236053,4
48,Bones,Secondhand Rapture,MS MR,253146,FALSE,0.661,0.72,1,-7.37,1,0.0515,0.152,2.72e-4,0.166,0.366,114.92,253147,4
57,She Used to Love Me a Lot,Out Among The Stars,Johnny Cash,189506,FALSE,0.556,0.438,9,-9.722,0,0.0522,0.708,9.86e-6,0.526,0.46,94.911,189507,4
11,Skinny Love,"For Emma, Forever Ago",Bon Iver,238520,FALSE,0.59,0.26,4,-14.065,0,0.0484,0.85,4.59e-6,0.117,0.112,77.118,238520,4
17,Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,334743,FALSE,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4
2,New Slang,Garden State - Music From The Motion Picture,The Shins,229080,FALSE,0.668,0.391,0,-11.562,1,0.0307,0.629,0.135,0.0909,0.633,129.978,229080,4
55,Video Games - Remastered,Born To Die (Deluxe Version),Lana Del Rey,281946,FALSE,0.39,0.255,6,-9.676,0,0.0299,0.806,1.14e-6,0.0887,0.179,122.056,281947,4
61,About Today,Cherry Tree,The National,250760,FALSE,0.55,0.603,0,-13.479,1,0.044,0.303,0.71,0.126,0.472,104.98,250760,4
14,The Sounds of Silence,Greatest Hits,Simon & Garfunkel,184880,FALSE,0.436,0.375,6,-13.856,1,0.0284,0.165,0,0.294,0.49,107.386,184880,4
70,First Day Of My Life,"I'm Wide Awake, It's Morning",Bright Eyes,188800,FALSE,0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-5,0.0952,0.383,94.422,188800,4
30,There Is No If,Bloodflowers,The Cure,222880,FALSE,0.622,0.499,11,-9.543,0,0.0329,0.519,0,0.369,0.463,94.894,222880,4
10,Behind Blue Eyes,Who's Next (Remastered),The Who,221693,FALSE,0.41,0.53,2,-10.793,1,0.0342,0.126,2.36e-5,0.285,0.263,128.556,221693,4
51,Stars,xx,The xx,262640,FALSE,0.676,0.2,9,-17.735,0,0.0282,0.826,0.0289,0.144,0.176,104.016,262640,4
51,Wicked Game - Acoustic; Live,Come What(ever) May [Special Edition],Stone Sour,267253,FALSE,0.561,0.337,8,-9.272,1,0.0284,0.644,8.79e-5,0.67,0.273,109.373,267253,4
0,Jojo,50 Plus Belles Chansons,Jacques Brel,195866,FALSE,0.65,0.201,4,-11.297,0,0.0798,0.86,1.68e-6,0.114,0.453,126.971,195867,4
11,Hurt,Unearthed,Johnny Cash,216533,FALSE,0.544,0.378,9,-8.607,0,0.0264,0.719,3.5e-4,0.105,0.149,91.078,216533,4
0,The Moss,The Moss,Cosmo Sheldrake,242567,FALSE,0.619,0.51,1,-5.549,0,0.0305,0.687,0,0.137,0.441,127.966,242567,4
34,Every Wall Is a Door,Every Wall Is a Door / The Gloomies,N'to,527643,FALSE,0.715,0.509,11,-13.063,0,0.0534,0.304,0.934,0.0767,0.0516,124.997,527643,4
0,I Can't Give You Up,I Can't Give You Up,Smoove & Turrell,251173,FALSE,0.57,0.703,9,-5.694,0,0.257,0.0496,0,0.0979,0.777,79.971,251173,4
12,Pupilas Dilatadas,Fumaça Preta,Fumaça Preta,276813,FALSE,0.669,0.79,4,-7.948,1,0.111,0.716,0.254,0.484,0.729,125.377,276813,4
